Domains(Old),Domains(New)
100.6.4.64.in-addr.arpa,bingads.ly.
100.6.4.64.in-addr.arpa,bingads.ma.
100.6.4.64.in-addr.arpa,bingads.qa.
100.6.4.64.in-addr.arpa,bingads.com.eg.
100.6.4.64.in-addr.arpa,bingads.com.ng.
100.6.4.64.in-addr.arpa,bingads.com.ps.
100.6.4.64.in-addr.arpa,bingads.com.tr.
100.6.4.64.in-addr.arpa,bingads.com.ye.
100.6.4.64.in-addr.arpa,bingads.net.
100.6.4.64.in-addr.arpa,catdata.tv.
100.6.4.64.in-addr.arpa,clouddb.com.
100.6.4.64.in-addr.arpa,cloudml.com.
100.6.4.64.in-addr.arpa,cloudml.net.
100.6.4.64.in-addr.arpa,cloudos.tw.
100.6.4.64.in-addr.arpa,cloudos.com.tw.
100.6.4.64.in-addr.arpa,cogarmy.com.
100.6.4.64.in-addr.arpa,educapr.com.
100.6.4.64.in-addr.arpa,gaptool.com.
100.6.4.64.in-addr.arpa,getapps.ms.
100.6.4.64.in-addr.arpa,getmesh.net.
100.6.4.64.in-addr.arpa,getmesh.org.
100.6.4.64.in-addr.arpa,kinect1.de.
100.6.4.64.in-addr.arpa,kinect1.ru.
100.6.4.64.in-addr.arpa,meshapi.com.
100.6.4.64.in-addr.arpa,meshapi.net.
100.6.4.64.in-addr.arpa,meshapi.org.
100.6.4.64.in-addr.arpa,ngstats.com.
100.6.4.64.in-addr.arpa,oedrive.com.
100.6.4.64.in-addr.arpa,outlook.berlin.
100.6.4.64.in-addr.arpa,powerbi.com.
100.6.4.64.in-addr.arpa,saltags.com.
100.6.4.64.in-addr.arpa,sbwtest.com.
100.6.4.64.in-addr.arpa,skypein.hu.
100.6.4.64.in-addr.arpa,skypeme.hu.
100.6.4.64.in-addr.arpa,smartpc.es.
100.6.4.64.in-addr.arpa,surface.ae.
100.6.4.64.in-addr.arpa,surface.my.
100.6.4.64.in-addr.arpa,surface.tw.
100.6.4.64.in-addr.arpa,surface.com.my.
100.6.4.64.in-addr.arpa,tagdude.com.
100.6.4.64.in-addr.arpa,testebs.com.
100.6.4.64.in-addr.arpa,truefaq.com.
100.6.4.64.in-addr.arpa,vxtreme.com.
100.6.4.64.in-addr.arpa,whoisxp.co.kr.
100.6.4.64.in-addr.arpa,windows.berlin.
100.6.4.64.in-addr.arpa,winholo.com.
100.6.4.64.in-addr.arpa,winholo.net.
100.6.4.64.in-addr.arpa,xboxone.ai.
100.6.4.64.in-addr.arpa,xboxone.as.
100.6.4.64.in-addr.arpa,xboxone.at.
100.6.4.64.in-addr.arpa,xboxone.az.
100.6.4.64.in-addr.arpa,xboxone.be.
100.6.4.64.in-addr.arpa,xboxone.bs.
100.6.4.64.in-addr.arpa,xboxone.by.
100.6.4.64.in-addr.arpa,xboxone.cl.
100.6.4.64.in-addr.arpa,xboxone.co.at.
100.6.4.64.in-addr.arpa,xboxone.co.ck.
100.6.4.64.in-addr.arpa,xboxone.co.cr.
100.6.4.64.in-addr.arpa,xboxone.co.il.
100.6.4.64.in-addr.arpa,xboxone.co.rs.
100.6.4.64.in-addr.arpa,xboxone.co.th.
100.6.4.64.in-addr.arpa,xboxone.co.ug.
100.6.4.64.in-addr.arpa,xboxone.co.za.
100.6.4.64.in-addr.arpa,xboxone.cr.
100.6.4.64.in-addr.arpa,xboxone.cz.
100.6.4.64.in-addr.arpa,xboxone.de.
100.6.4.64.in-addr.arpa,xboxone.dk.
100.6.4.64.in-addr.arpa,xboxone.dm.
100.6.4.64.in-addr.arpa,xboxone.do.
100.6.4.64.in-addr.arpa,xboxone.fi.
100.6.4.64.in-addr.arpa,xboxone.fm.
100.6.4.64.in-addr.arpa,xboxone.fr.
100.6.4.64.in-addr.arpa,xboxone.gl.
100.6.4.64.in-addr.arpa,xboxone.hm.
100.6.4.64.in-addr.arpa,xboxone.hn.
100.6.4.64.in-addr.arpa,xboxone.hr.
100.6.4.64.in-addr.arpa,xboxone.hu.
100.6.4.64.in-addr.arpa,xboxone.ie.
100.6.4.64.in-addr.arpa,xboxone.it.
100.6.4.64.in-addr.arpa,xboxone.jp.
100.6.4.64.in-addr.arpa,xboxone.kn.
100.6.4.64.in-addr.arpa,xboxone.kz.
100.6.4.64.in-addr.arpa,xboxone.lk.
100.6.4.64.in-addr.arpa,xboxone.lt.
100.6.4.64.in-addr.arpa,xboxone.lu.
100.6.4.64.in-addr.arpa,xboxone.lv.
100.6.4.64.in-addr.arpa,xboxone.ma.
100.6.4.64.in-addr.arpa,xboxone.md.
100.6.4.64.in-addr.arpa,xboxone.mn.
100.6.4.64.in-addr.arpa,xboxone.mu.
100.6.4.64.in-addr.arpa,xboxone.mw.
100.6.4.64.in-addr.arpa,xboxone.mx.
100.6.4.64.in-addr.arpa,xboxone.nl.
100.6.4.64.in-addr.arpa,xboxone.no.
100.6.4.64.in-addr.arpa,xboxone.pl.
100.6.4.64.in-addr.arpa,xboxone.pn.
100.6.4.64.in-addr.arpa,xboxone.pr.
100.6.4.64.in-addr.arpa,xboxone.pt.
100.6.4.64.in-addr.arpa,xboxone.ro.
100.6.4.64.in-addr.arpa,xboxone.rs.
100.6.4.64.in-addr.arpa,xboxone.ru.
100.6.4.64.in-addr.arpa,xboxone.sa.
100.6.4.64.in-addr.arpa,xboxone.sh.
100.6.4.64.in-addr.arpa,xboxone.si.
100.6.4.64.in-addr.arpa,xboxone.sk.
100.6.4.64.in-addr.arpa,xboxone.sl.
100.6.4.64.in-addr.arpa,xboxone.sn.
100.6.4.64.in-addr.arpa,xboxone.st.
100.6.4.64.in-addr.arpa,xboxone.tf.
100.6.4.64.in-addr.arpa,xboxone.tm.
100.6.4.64.in-addr.arpa,xboxone.to.
100.6.4.64.in-addr.arpa,xboxone.uy.
100.6.4.64.in-addr.arpa,xboxone.uz.
100.6.4.64.in-addr.arpa,xboxone.vn.
100.6.4.64.in-addr.arpa,xboxone.com.
100.6.4.64.in-addr.arpa,xboxone.com.dm.
100.6.4.64.in-addr.arpa,xboxone.com.ee.
100.6.4.64.in-addr.arpa,xboxone.com.kn.
100.6.4.64.in-addr.arpa,xboxone.com.mx.
100.6.4.64.in-addr.arpa,xboxone.com.pa.
100.6.4.64.in-addr.arpa,xboxone.com.pk.
100.6.4.64.in-addr.arpa,xboxone.com.pr.
100.6.4.64.in-addr.arpa,xboxone.com.pt.
100.6.4.64.in-addr.arpa,xboxone.com.ro.
100.6.4.64.in-addr.arpa,xboxone.com.ru.
100.6.4.64.in-addr.arpa,xboxone.com.sa.
100.6.4.64.in-addr.arpa,xboxone.com.uy.
100.6.4.64.in-addr.arpa,xboxone.com.uz.
100.6.4.64.in-addr.arpa,xboxone.com.ve.
100.6.4.64.in-addr.arpa,xboxone.com.vi.
100.6.4.64.in-addr.arpa,xboxone.com.vn.
100.6.4.64.in-addr.arpa,xboxone.net.
100.6.4.64.in-addr.arpa,xboxuno.cl.
100.6.4.64.in-addr.arpa,xpcheck.co.kr.
100.6.4.64.in-addr.arpa,0nedrive.com.
100.6.4.64.in-addr.arpa,1drv-int.com.
100.6.4.64.in-addr.arpa,1drv-int.net.
100.6.4.64.in-addr.arpa,1drv-int.org.
100.6.4.64.in-addr.arpa,azuredev.com.
100.6.4.64.in-addr.arpa,bingwiki.com.
100.6.4.64.in-addr.arpa,bingwiki.net.
100.6.4.64.in-addr.arpa,bizspark.ch.
100.6.4.64.in-addr.arpa,clipmeme.com.
100.6.4.64.in-addr.arpa,cloudhow.tw.
100.6.4.64.in-addr.arpa,codehunt.net.
100.6.4.64.in-addr.arpa,codelens.com.
100.6.4.64.in-addr.arpa,dynamics.com.tr.
100.6.4.64.in-addr.arpa,flexwiki.com.
100.6.4.64.in-addr.arpa,g2mkorea.com.
100.6.4.64.in-addr.arpa,g2mkorea.net.
100.6.4.64.in-addr.arpa,geekclub.com.pl.
100.6.4.64.in-addr.arpa,gotucdev.com.
100.6.4.64.in-addr.arpa,gotucdev.net.
100.6.4.64.in-addr.arpa,group-me.nl.
100.6.4.64.in-addr.arpa,hololens.ae.
100.6.4.64.in-addr.arpa,hololens.bg.
100.6.4.64.in-addr.arpa,hololens.cn.
100.6.4.64.in-addr.arpa,hololens.co.at.
100.6.4.64.in-addr.arpa,hololens.co.id.
100.6.4.64.in-addr.arpa,hololens.co.in.
100.6.4.64.in-addr.arpa,hololens.co.jp.
100.6.4.64.in-addr.arpa,hololens.co.th.
100.6.4.64.in-addr.arpa,hololens.co.za.
100.6.4.64.in-addr.arpa,hololens.de.
100.6.4.64.in-addr.arpa,hololens.fi.
100.6.4.64.in-addr.arpa,hololens.fr.
100.6.4.64.in-addr.arpa,hololens.hk.
100.6.4.64.in-addr.arpa,hololens.ie.
100.6.4.64.in-addr.arpa,hololens.in.
100.6.4.64.in-addr.arpa,hololens.is.
100.6.4.64.in-addr.arpa,hololens.no.
100.6.4.64.in-addr.arpa,hololens.ph.
100.6.4.64.in-addr.arpa,hololens.pt.
100.6.4.64.in-addr.arpa,hololens.sk.
100.6.4.64.in-addr.arpa,hololens.us.
100.6.4.64.in-addr.arpa,hololens.com.ar.
100.6.4.64.in-addr.arpa,hololens.com.cn.
100.6.4.64.in-addr.arpa,hololens.com.cy.
100.6.4.64.in-addr.arpa,hololens.com.hk.
100.6.4.64.in-addr.arpa,hololens.com.hr.
100.6.4.64.in-addr.arpa,hololens.com.ph.
100.6.4.64.in-addr.arpa,hololens.com.pt.
100.6.4.64.in-addr.arpa,hololens.com.ro.
100.6.4.64.in-addr.arpa,hololens.com.sa.
100.6.4.64.in-addr.arpa,hololens.com.tr.
100.6.4.64.in-addr.arpa,hololens.com.ua.
100.6.4.64.in-addr.arpa,hololens.asia.
100.6.4.64.in-addr.arpa,ildcjobs.com.
100.6.4.64.in-addr.arpa,inedrive.com.
100.6.4.64.in-addr.arpa,isurface.net.
100.6.4.64.in-addr.arpa,isurface.org.
100.6.4.64.in-addr.arpa,joinmapa.com.
100.6.4.64.in-addr.arpa,joinmsil.com.
100.6.4.64.in-addr.arpa,lnedrive.com.
100.6.4.64.in-addr.arpa,meshapis.com.
100.6.4.64.in-addr.arpa,meshapis.net.
100.6.4.64.in-addr.arpa,meshapis.org.
100.6.4.64.in-addr.arpa,meshlive.net.
100.6.4.64.in-addr.arpa,meshlive.org.
100.6.4.64.in-addr.arpa,msbudeee.co.in.
100.6.4.64.in-addr.arpa,msbudeee.in.
100.6.4.64.in-addr.arpa,msbudeee.com.
100.6.4.64.in-addr.arpa,mscrmlab.ru.
100.6.4.64.in-addr.arpa,msftedge.co.uk.
100.6.4.64.in-addr.arpa,msftedge.de.
100.6.4.64.in-addr.arpa,msftedge.ru.
100.6.4.64.in-addr.arpa,msftholo.com.
100.6.4.64.in-addr.arpa,msftholo.net.
100.6.4.64.in-addr.arpa,mswrtuat.com.
100.6.4.64.in-addr.arpa,notewell.net.
100.6.4.64.in-addr.arpa,notewell.org.
100.6.4.64.in-addr.arpa,onderive.com.
100.6.4.64.in-addr.arpa,onedrive.ae.
100.6.4.64.in-addr.arpa,onedrive.at.
100.6.4.64.in-addr.arpa,onedrive.bz.
10.39.55.65.in-addr.arpa,xnacreators.net.
163.217.58.216.in-addr.arpa,iad23s44-in-f3.1e100.net.
163.217.58.216.in-addr.arpa,iad23s44-in-f163.1e100.net.
220.16.57.5.in-addr.arpa,www.booking.com.
131.217.58.216.in-addr.arpa,iad23s43-in-f131.1e100.net.
131.217.58.216.in-addr.arpa,iad23s43-in-f3.1e100.net.
82.8.108.202.in-addr.arpa,zz-8-82-a8.bta.net.cn.
245.189.223.54.in-addr.arpa,ec2-54-223-189-245.cn-north-1.compute.amazonaws.com.cn.
87.34.217.23.in-addr.arpa,a23-217-34-87.deploy.static.akamaitechnologies.com.
29.175.30.123.in-addr.arpa,coccoc.com.
159.196.112.50.in-addr.arpa,ec2-50-112-196-159.us-west-2.compute.amazonaws.com.
57.196.36.52.in-addr.arpa,ec2-52-36-196-57.us-west-2.compute.amazonaws.com.
17.96.41.52.in-addr.arpa,ec2-52-41-96-17.us-west-2.compute.amazonaws.com.
99.217.58.216.in-addr.arpa,iad23s42-in-f99.1e100.net.
99.217.58.216.in-addr.arpa,iad23s42-in-f3.1e100.net.
227.218.58.216.in-addr.arpa,iad23s40-in-f227.1e100.net.
227.218.58.216.in-addr.arpa,iad23s40-in-f3.1e100.net.
99.217.58.216.in-addr.arpa,iad23s42-in-f3.1e100.net.
99.217.58.216.in-addr.arpa,iad23s42-in-f99.1e100.net.
77.185.211.66.in-addr.arpa,ebay.de.
77.185.211.66.in-addr.arpa,ebay.es.
77.185.211.66.in-addr.arpa,ebay.fr.
77.185.211.66.in-addr.arpa,ebay.ie.
77.185.211.66.in-addr.arpa,ebay.in.
77.185.211.66.in-addr.arpa,ebay.it.
77.185.211.66.in-addr.arpa,ebay.nl.
77.185.211.66.in-addr.arpa,ebay.pl.
77.185.211.66.in-addr.arpa,ebay.com.au.
77.185.211.66.in-addr.arpa,ebay.com.hk.
77.185.211.66.in-addr.arpa,ebay.com.my.
77.185.211.66.in-addr.arpa,ebay.com.sg.
77.185.211.66.in-addr.arpa,befr.ebay.be.
77.185.211.66.in-addr.arpa,ebay.be.
77.185.211.66.in-addr.arpa,ebay.ca.
77.185.211.66.in-addr.arpa,ebay.ch.
77.185.211.66.in-addr.arpa,ebay.co.uk.
132.211.135.66.in-addr.arpa,pages.intl.ebay.com.
132.211.135.66.in-addr.arpa,benl.ebay.be.
20.181.211.66.in-addr.arpa,ebay.nl.
20.181.211.66.in-addr.arpa,ebay.ph.
20.181.211.66.in-addr.arpa,ebay.com.au.
20.181.211.66.in-addr.arpa,ebay.com.hk.
20.181.211.66.in-addr.arpa,ebay.com.my.
20.181.211.66.in-addr.arpa,ebay.com.sg.
20.181.211.66.in-addr.arpa,befr.ebay.be.
20.181.211.66.in-addr.arpa,benl.ebay.be.
20.181.211.66.in-addr.arpa,ebay.be.
20.181.211.66.in-addr.arpa,ebay.ca.
20.181.211.66.in-addr.arpa,ebay.ch.
20.181.211.66.in-addr.arpa,ebay.co.uk.
20.181.211.66.in-addr.arpa,ebay.de.
20.181.211.66.in-addr.arpa,ebay.es.
20.181.211.66.in-addr.arpa,ebay.fr.
20.181.211.66.in-addr.arpa,ebay.ie.
20.181.211.66.in-addr.arpa,ebay.in.
20.181.211.66.in-addr.arpa,ebay.it.
235.181.211.66.in-addr.arpa,pages.intl.ebay.com.
235.181.211.66.in-addr.arpa,benl.ebay.be.
5.90.192.186.in-addr.arpa,redirect.globo.com.
5.90.192.186.in-addr.arpa,186-192-90-5.ptr.globo.com.
131.217.58.216.in-addr.arpa,iad23s43-in-f131.1e100.net.
131.217.58.216.in-addr.arpa,iad23s43-in-f3.1e100.net.
142.67.147.200.in-addr.arpa,200-147-67-142.static.uol.com.br.
45.2.221.200.in-addr.arpa,home.uol.com.br.
227.218.58.216.in-addr.arpa,iad23s40-in-f227.1e100.net.
227.218.58.216.in-addr.arpa,iad23s40-in-f3.1e100.net.
227.218.58.216.in-addr.arpa,iad23s40-in-f227.1e100.net.
227.218.58.216.in-addr.arpa,iad23s40-in-f3.1e100.net.
227.218.58.216.in-addr.arpa,iad23s40-in-f227.1e100.net.
227.218.58.216.in-addr.arpa,iad23s40-in-f3.1e100.net.
174.217.58.216.in-addr.arpa,iad23s44-in-f14.1e100.net.
174.217.58.216.in-addr.arpa,iad23s44-in-f174.1e100.net.
140.141.180.213.in-addr.arpa,sg1.any.onet.pl.
98.217.58.216.in-addr.arpa,iad23s42-in-f2.1e100.net.
98.217.58.216.in-addr.arpa,iad23s42-in-f98.1e100.net.
132.204.194.173.in-addr.arpa,qb-in-f132.1e100.net.
60.57.190.206.in-addr.arpa,r1.ycpi.vip.dcb.yahoo.net.
247.104.115.216.in-addr.arpa,e1.ycpi.vip.nya.yahoo.com.
